ID,Name,Category,"Energy, kilocalories (kcal)","Fat, total (g)","Fatty acids, saturated (g)","Fatty acids, monounsaturated (g)","Fatty acids, polyunsaturated (g)",Linoleic acid (g),Alpha-linolenic acid (g),Eicosapentaenoic acid EPA (g),Docosahexaenoic acid (DHA) (g),Cholesterol (mg),"Carbohydrates, available (g)",Sugars (g),Starch (g),Dietary fibres (g),Protein (g),Salt (NaCl) (g),Alcohol (g),Water (g),"Vitamin A activity, RE (µg)","Vitamin A activity, RAE (µg)",Retinol (µg),Beta- carotene activity (µg),Beta-carotene (µg),Vitamin B1 (thiamine) (mg),Vitamin B2 (riboflavin) (mg),Vitamin B6 (pyridoxine) (mg),Vitamin B12 (cobalamin) (µg),Niacin (mg),Folate (µg),Pantothenic acid (mg),Vitamin C (ascorbic acid) (mg),Vitamin D (calciferol) (µg),Vitamin E (α-tocopherol) (mg),Potassium (K) (mg),Sodium (Na) (mg),Chloride (Cl) (mg),Calcium (Ca) (mg),Magnesium (Mg) (mg),Phosphorus (P) (mg),Iron (Fe) (mg),Iodide (I) (µg),Zinc (Zn) (mg),Selenium (Se) (µg),Record has changed
1042,"Spelt, wholemeal flour (type 1900)","Cereal products, pulses and potatoes/Flour and starch",345,2.5,0.4,0.5,1.2,1.15,0.0,0.0,0.0,,58.0,1.3,46.3,15.3,15.0,0.0,0.0,11.4,1.0,0.0,0.0,5.0,5.0,0.44,0.09,0.19,0.0,0.82,67.4,0.65,0.0,0.0,0.63,390.0,1.3,37.0,31.0,130.0,420.0,3.7,,3.8,6.8,
14240,"Spinach in cream sauce, cooked",Vegetables/Frozen vegetables,65,3.8,1.4,1.0,1.0,0.53,0.31,0.002,0.0,6.0,4.0,1.2,1.8,1.8,2.9,0.7,0.0,86.7,530.0,275.0,21.0,3054.0,2972.0,0.06,0.21,0.16,0.04,0.6,50.0,0.24,24.6,0.0,2.41,490.0,300.0,460.0,110.0,74.0,58.0,1.5,11.0,0.6,,
1566,"Spinach quiche, baked (with cake dough)","Prepared dishes/Cakes, pies and gratins",192,11.9,6.3,3.2,1.0,0.43,0.28,0.007,0.002,48.0,13.8,1.1,11.8,1.9,6.5,1.2,0.0,66.1,417.0,254.0,91.0,1958.0,1958.0,0.1,0.17,0.15,0.11,0.65,31.5,0.36,15.4,0.3,1.84,400.0,490.0,810.0,94.0,60.0,89.0,1.4,12.0,0.9,,
1567,"Spinach quiche, baked (with puff pastry)","Prepared dishes/Cakes, pies and gratins",189,12.8,6.9,3.4,1.0,0.42,0.28,0.008,0.002,51.0,11.5,1.1,9.5,1.8,6.1,1.2,0.0,68.0,426.0,263.0,99.0,1962.0,1962.0,0.1,0.17,0.15,0.11,0.64,31.2,0.35,15.4,0.4,1.84,400.0,490.0,810.0,94.0,59.0,85.0,1.4,12.0,0.8,,
365,"Spinach, raw",Vegetables/Fresh vegetables,25,0.6,0.1,0.0,0.4,0.06,0.29,0.0,0.0,0.0,1.3,0.1,0.1,1.9,2.6,0.2,0.0,91.1,568.0,284.0,0.0,3406.0,3304.0,0.07,0.2,0.21,0.0,0.62,94.4,0.23,51.0,0.0,2.1,590.0,69.0,100.0,100.0,89.0,46.0,1.8,12.0,0.6,0.4,
1025,"Spinach, steamed (without addition of salt)",Vegetables/Cooked vegetables (incl. cans),31,0.8,0.1,0.0,0.4,0.08,0.37,0.0,0.0,0.0,1.6,0.1,0.1,2.3,3.3,0.2,0.0,92.0,672.0,336.0,0.0,4033.0,3913.0,0.08,0.24,0.24,0.0,0.65,74.5,0.26,36.9,0.0,2.76,660.0,77.0,120.0,130.0,110.0,58.0,1.9,15.0,0.7,0.6,
646,"Spirits, 40 vol% (e.g. Vodka, gin)",Alcoholic beverages/Spirits,234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.4,66.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,,
518,"Spirits, grain, 40% vol (e.g. whisky)",Alcoholic beverages/Spirits,247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,35.2,64.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,2.0,1.0,5.0,0.0,,0.1,,
644,"Spirits, Kirsch, Cherry Schnaps",Alcoholic beverages/Spirits,245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,
520,"Spirits, sugar cane (e.g. rum)",Alcoholic beverages/Spirits,234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.4,66.6,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,5.0,0.1,0.0,0.1,,
519,"Spirits, wine (e.g. cognac, brandy)",Alcoholic beverages/Spirits,240,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,33.1,64.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,,
14207,"Spreadable cream cheese preparation (around 20 % fat), plain",Milk and dairy products/Fresh cheese and curds,226,21.2,11.4,4.6,0.8,0.26,0.16,0.016,0.002,56.0,1.4,1.4,0.0,0.0,7.5,1.2,0.0,67.5,180.0,171.0,162.0,110.0,110.0,0.04,0.22,0.08,0.39,0.15,3.4,0.47,0.0,0.2,0.7,120.0,500.0,730.0,100.0,14.0,110.0,,11.0,2.0,7.0,
14061,"Spring roll, deep fried",Prepared dishes/Asian dishes,224,11.2,2.9,5.1,2.7,0.99,0.06,0.001,0.003,28.0,23.1,3.0,17.2,2.5,6.5,1.5,0.0,54.8,32.0,17.0,,180.0,180.0,0.11,0.06,0.12,0.22,1.4,23.1,0.25,,,0.82,160.0,610.0,810.0,25.0,16.0,67.0,0.9,1.0,0.6,4.4,
1656,"Squash slices, breaded, prepared",Prepared dishes/Other savoury dishes,144,5.8,0.7,3.6,0.9,0.67,0.18,0.001,0.001,47.0,16.7,4.1,12.6,2.7,4.7,0.2,0.0,70.2,378.0,196.0,14.0,2182.0,2182.0,0.08,0.09,0.09,0.17,0.47,17.8,0.68,9.0,0.4,,370.0,93.0,210.0,50.0,12.0,66.0,0.6,5.8,0.4,,
764,"Squid, raw","Fish/Seafood, crustaceans and shellfish",77,1.2,0.3,0.1,0.4,0.0,0.0,0.12,0.27,247.0,2.2,0.0,0.0,0.0,14.4,0.6,0.0,80.9,2.0,2.0,2.0,0.0,0.0,0.04,0.03,0.1,3.15,1.57,11.0,0.24,1.6,0.4,1.2,230.0,240.0,,18.0,44.0,170.0,0.2,13.0,1.1,24.0,
792,St. Gall Schüblig sausage,Sausages and cold meats/Boiled sausage products,237,20.7,7.6,9.8,2.2,1.49,0.13,0.011,0.009,42.0,0.2,0.2,0.0,0.0,12.6,2.1,0.0,66.5,4.0,4.0,4.0,3.0,3.0,0.09,0.11,0.05,1.19,2.02,1.0,0.17,52.2,0.0,0.32,76.0,850.0,1280.0,4.9,8.4,140.0,0.9,0.4,1.7,,
570,St. Paulin cheese,Milk and dairy products/Hard cheese,325,26.4,17.9,5.9,0.6,0.36,0.13,0.01,,90.0,0.0,,0.0,0.0,21.8,1.6,0.0,47.5,268.0,256.0,243.0,150.0,150.0,,0.17,0.02,0.46,,52.5,0.4,,,0.67,71.0,640.0,1040.0,600.0,25.0,400.0,0.1,,2.7,,
385,"Strawberry, fresh",Fruit/Fresh fruit,38,0.4,0.0,0.1,0.2,0.13,0.11,0.0,0.0,0.0,6.0,5.6,,3.8,0.6,0.0,0.0,90.3,1.0,0.0,0.0,3.0,3.0,0.02,0.02,0.04,0.0,0.37,40.7,0.12,55.8,0.0,0.3,140.0,1.0,62.0,18.0,12.0,23.0,0.2,1.0,0.1,0.2,
13418,"Strudel dough, raw","Cereal products, pulses and potatoes/Dough",234,2.5,0.3,1.4,0.6,0.52,0.08,0.0,0.0,0.0,44.3,0.2,43.6,2.0,7.6,1.9,0.0,44.3,0.0,0.0,0.0,0.0,0.0,0.13,0.02,0.1,0.0,0.2,10.2,0.31,0.0,0.0,0.81,110.0,750.0,1150.0,9.5,22.0,77.0,1.0,0.9,0.7,1.5,
471,"Sugar, brown",Sweets/Sugar and sweeteners,390,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.6,97.6,0.0,0.0,0.0,0.1,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.1,0.0,0.0,0.0,320.0,40.0,40.0,85.0,22.0,24.0,1.9,0.0,0.1,1.0,
465,"Sugar loaf chicory, raw",Vegetables/Fresh vegetables,16,0.2,0.0,0.0,0.1,,,,,0.0,1.5,1.5,0.0,1.6,1.2,0.0,0.0,94.8,35.0,17.0,0.0,207.0,207.0,0.06,0.08,0.05,0.0,0.31,16.2,0.17,6.8,0.0,0.5,230.0,10.0,55.0,35.0,10.0,30.0,1.0,3.3,0.2,,
438,"Sugar pea, raw",Vegetables/Fresh vegetables,48,0.3,0.0,0.0,0.1,0.01,0.02,0.0,0.0,0.0,6.4,2.7,1.2,2.3,3.8,0.0,0.0,86.6,45.0,22.0,0.0,269.0,269.0,0.17,0.14,0.12,0.0,0.7,30.7,0.41,51.3,0.0,0.39,190.0,1.8,18.0,45.0,27.0,61.0,1.1,1.7,0.5,0.0,
1012,"Sugar pea, steamed (without addition of salt)",Vegetables/Cooked vegetables (incl. cans),52,0.3,0.0,0.0,0.1,0.01,0.02,0.0,0.0,0.0,6.9,2.9,1.3,2.5,4.1,0.0,0.0,86.2,46.0,23.0,0.0,275.0,275.0,0.15,0.14,0.11,0.0,0.64,20.9,0.4,43.7,0.0,0.44,180.0,1.7,19.0,49.0,28.0,65.0,1.0,1.8,0.5,0.0,
470,"Sugar, white",Sweets/Sugar and sweeteners,400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.5,1.0,0.0,0.0,0.1,0.0,0.0,0.0,
598,Sunflower oil,Fats and oils/Oils,900,100.0,11.1,27.6,56.3,56.3,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.95,1.0,1.0,1.0,1.0,0.0,0.0,0.1,0.0,0.1,0.0,
1068,"Sunflower oil HO (high oleic), refined",Fats and oils/Oils,900,100.0,9.9,83.7,3.8,3.61,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
281,Sunflower seeds,"Nuts, seeds and oleaginous fruit",621,54.5,5.4,19.8,23.5,23.53,0.0,0.0,0.0,0.0,3.6,3.4,0.2,8.0,25.1,0.0,0.0,4.8,5.0,3.0,0.0,30.0,30.0,1.48,0.36,0.57,0.0,8.3,227.0,1.13,1.0,0.0,36.85,750.0,3.6,50.0,86.0,330.0,670.0,5.0,4.0,5.8,9.9,
770,Surimi,Fish/Fish products,125,4.9,0.5,2.4,1.4,0.74,0.3,0.098,0.21,11.0,11.8,2.1,9.7,,8.3,1.6,0.0,72.5,28.0,28.0,28.0,0.0,0.0,0.02,0.02,0.03,0.71,0.22,2.0,0.07,0.0,,1.1,52.0,630.0,1010.0,19.0,12.0,44.0,0.4,10.0,0.2,9.2,
632,Sweet corn canned,Vegetables/Cooked vegetables (incl. cans),105,1.7,0.3,0.3,0.5,0.46,0.02,0.0,0.0,0.0,18.2,6.9,11.3,2.3,3.0,0.8,0.0,72.8,20.0,10.0,0.0,117.0,117.0,0.04,0.08,0.09,0.0,1.4,33.0,0.5,1.0,0.0,0.34,200.0,300.0,,4.0,22.0,69.0,0.6,,0.5,,
1033,"Sweet corn (canned), heated (without addition of salt)",Vegetables/Cooked vegetables (incl. cans),107,1.7,0.3,0.3,0.5,0.47,0.02,0.0,0.0,0.0,18.6,7.0,11.5,2.3,3.1,0.7,0.0,74.3,19.0,10.0,0.0,116.0,116.0,0.03,0.08,0.08,0.0,1.19,21.1,0.45,0.8,0.0,0.35,180.0,270.0,0.0,4.0,21.0,70.0,0.5,0.0,0.5,,
633,"Sweet corn cob, pickled",Vegetables/Cooked vegetables (incl. cans),119,1.4,0.2,0.4,0.6,,,,,0.0,21.0,2.0,19.0,4.2,3.4,0.0,0.0,69.3,20.0,10.0,0.0,117.0,117.0,0.22,0.07,0.1,0.0,1.7,50.0,0.7,7.0,0.0,0.7,250.0,17.0,,3.0,33.0,100.0,0.6,,,,
432,"Sweet corn, raw",Vegetables/Fresh vegetables,85,1.8,0.3,0.5,0.9,0.47,0.01,0.0,0.0,0.0,12.6,5.1,7.5,3.0,3.2,0.0,0.0,77.5,19.0,9.0,,113.0,47.0,0.15,0.08,0.16,0.0,1.8,33.0,0.54,6.8,0.0,,310.0,3.0,11.0,4.0,37.0,91.0,0.7,0.5,0.4,0.6,
1032,"Sweet corn, steamed",Vegetables/Cooked vegetables (incl. cans),92,1.9,0.3,0.6,1.0,0.51,0.02,0.0,0.0,0.0,13.6,5.5,8.1,3.2,3.5,0.0,0.0,77.7,19.0,10.0,,115.0,48.0,0.14,0.08,0.15,0.0,1.64,22.5,0.52,5.8,0.0,,300.0,2.9,12.0,4.3,38.0,98.0,0.6,0.5,0.4,0.6,
14262,"Sweet potato, baked (without addition of fat and salt)","Cereal products, pulses and potatoes/Potatoes and other starchy tubers",100,0.1,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,21.1,5.2,15.6,3.7,1.9,0.2,0.0,73.2,920.0,460.0,0.0,5519.0,5243.0,0.08,0.07,0.23,0.0,0.64,10.6,0.89,21.0,0.0,0.32,520.0,68.0,57.0,51.0,32.0,64.0,0.7,3.0,0.4,,
13406,"Sweet potato, raw","Cereal products, pulses and potatoes/Potatoes and other starchy tubers",81,0.1,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,17.1,4.2,12.7,3.0,1.6,0.1,0.0,77.3,745.0,373.0,0.0,4470.0,4470.0,0.08,0.06,0.21,0.0,0.56,11.0,0.8,19.3,0.0,0.26,420.0,55.0,46.0,41.0,26.0,52.0,0.6,2.4,0.3,,
13407,"Sweet potato, steamed (without addition of salt)","Cereal products, pulses and potatoes/Potatoes and other starchy tubers",81,0.1,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,17.1,4.2,12.7,3.0,1.6,0.1,0.0,78.3,684.0,342.0,0.0,4105.0,4105.0,0.07,0.06,0.18,0.0,0.51,6.7,0.69,15.8,0.0,0.27,370.0,51.0,45.0,40.0,25.0,51.0,0.5,2.3,0.3,,
602,Sweet whey,Milk and dairy products/Milk and yoghurt beverages,24,0.2,0.1,0.1,0.0,0.0,0.0,0.0,0.0,1.0,4.7,4.7,0.0,0.0,0.8,0.1,0.0,93.6,3.0,3.0,3.0,0.0,0.0,0.04,0.14,0.04,0.2,0.2,1.0,0.4,1.0,0.0,0.0,130.0,45.0,67.0,68.0,8.0,40.0,0.1,8.0,0.1,,
450,"Swiss chard, raw",Vegetables/Fresh vegetables,16,0.2,0.0,0.0,0.1,0.06,0.01,0.0,0.0,0.0,1.6,1.2,,1.8,1.0,0.1,0.0,95.4,76.0,38.0,,457.0,457.0,0.04,0.02,0.06,0.0,0.4,18.7,0.18,10.7,0.0,,300.0,53.0,220.0,38.0,17.0,10.0,0.9,4.0,0.1,0.5,
1016,"Swiss chard, steamed (without addition of salt)",Vegetables/Cooked vegetables (incl. cans),20,0.3,0.0,0.1,0.1,0.08,0.01,0.0,0.0,0.0,2.0,1.5,0.0,2.2,1.3,0.1,0.0,92.9,90.0,45.0,,541.0,541.0,0.04,0.02,0.07,0.0,0.42,14.7,0.2,7.7,0.0,,340.0,60.0,280.0,48.0,20.0,13.0,0.9,5.0,0.1,0.6,
1132,"Syrup, ready to drink (dilution 1:5.5)",Non-alcoholic beverages/Soft drinks,55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.5,13.4,0.0,0.1,0.0,0.0,0.0,86.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.4,0.01,0.8,0.0,0.03,9.4,1.0,1.2,6.2,1.2,0.8,0.1,0.1,0.0,0.0,
569,Syrup undiluted,Non-alcoholic beverages/Cordial,286,0.1,0.0,0.0,0.1,,,,,0.0,70.6,70.3,0.2,0.7,0.1,0.0,0.0,28.2,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,,0.07,2.0,0.03,4.0,,0.16,49.0,1.0,2.0,3.0,2.0,4.0,0.4,0.7,0.1,,
762,Table salt iodized,"Various/Salt, spices and flavours",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,39200.0,59800.0,10.0,1.0,8.0,0.3,2500.0,0.1,0.1,
10457,Table salt iodized and fluoridized,"Various/Salt, spices and flavours",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,39900.0,59900.0,10.0,1.0,8.0,0.3,2500.0,0.1,0.1,
634,Table salt without iodine and fluoride,"Various/Salt, spices and flavours",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,39900.0,59900.0,10.0,1.0,8.0,0.3,20.0,0.1,0.1,
1609,"Taboulé, prepared (with Bulgur)",Prepared dishes/Salads,110,5.5,0.7,3.9,0.5,0.47,0.04,0.0,0.0,0.0,11.5,1.1,10.2,2.8,2.3,0.4,0.0,78.0,29.0,14.0,0.0,171.0,171.0,0.07,0.03,0.06,0.0,0.95,21.6,0.24,9.0,0.0,1.8,150.0,150.0,250.0,19.0,22.0,72.0,0.8,1.9,0.5,,
1610,"Taboulé, prepared (with Couscous)",Prepared dishes/Salads,128,6.1,0.7,4.4,0.5,0.49,0.04,0.0,0.0,0.0,14.3,1.4,8.9,1.8,3.0,0.4,0.0,74.9,32.0,16.0,0.0,191.0,191.0,0.03,0.02,0.04,0.0,0.27,18.1,0.13,10.2,0.0,1.89,130.0,170.0,290.0,19.0,16.0,45.0,0.8,1.8,0.4,1.5,
1684,"Tartare sauce with rapeseed mayonnaise, home-made ",Various/Sauces,384,40.1,3.6,23.2,10.9,7.59,3.12,0.002,0.004,143.0,1.8,1.5,0.1,0.6,3.7,0.4,0.0,53.8,77.0,62.0,48.0,177.0,177.0,0.05,0.09,0.07,0.4,0.2,27.4,0.67,9.3,0.8,11.58,120.0,140.0,160.0,25.0,6.8,77.0,0.8,12.0,0.5,,
14231,Tarte au citron,Sweets/Cakes and tarts,257,11.8,6.1,3.1,1.0,0.56,0.09,0.009,0.003,117.0,31.1,18.5,12.4,0.6,6.3,0.1,0.0,50.3,106.0,102.0,98.0,42.0,36.0,0.06,0.11,0.06,0.38,0.15,17.8,0.61,11.4,0.8,0.62,120.0,52.0,83.0,30.0,12.0,90.0,0.8,12.0,0.6,,
803,"Tea, no sugar added",Non-alcoholic beverages/Tea,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,5.0,0.0,0.0,0.0,0.0,19.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,,
14251,"Tempeh, plain",Plant based protein foods and alternaives to animal products/Plant based protein foods,157,4.7,0.6,1.1,2.8,2.51,0.24,,,0.0,7.9,0.2,,6.2,17.6,0.1,0.0,63.2,1.0,0.0,0.0,5.0,,0.03,0.18,0.09,0.02,1.46,38.5,0.57,,,1.17,340.0,28.0,,89.0,66.0,220.0,1.8,,1.5,2.7,
774,Terrine de campagne,Sausages and cold meats/Cooked sausage products,298,26.5,9.7,12.0,3.0,2.01,0.16,0.041,0.047,119.0,0.9,0.7,0.2,0.1,13.6,2.2,0.3,58.7,1932.0,1931.0,1931.0,4.0,4.0,0.25,0.75,0.2,6.33,4.13,20.9,1.41,3.9,0.0,0.46,130.0,870.0,1310.0,17.0,14.0,110.0,4.2,4.8,2.0,,
796,"Terrine, game meat",Meat and offal/Game,242,18.6,7.4,7.8,2.1,1.31,0.15,0.044,0.036,107.0,1.6,1.4,0.1,0.1,16.4,2.2,0.3,63.0,1469.0,1468.0,1467.0,10.0,10.0,0.15,0.61,0.2,4.91,4.53,16.1,1.24,44.8,0.1,0.41,160.0,870.0,1300.0,14.0,14.0,150.0,4.0,3.5,2.4,,
495,Tête de Moine,Milk and dairy products/Hard cheese,417,35.5,21.3,8.3,1.6,0.43,0.27,0.027,0.004,107.0,0.0,0.0,0.0,0.0,24.2,2.3,0.0,35.2,490.0,480.0,470.0,119.0,119.0,0.01,0.27,0.27,1.6,0.08,24.0,0.32,,0.7,0.59,84.0,930.0,1360.0,700.0,27.0,510.0,0.1,28.0,3.9,,
13956,Thickened pear juice,Sweets/Sugar and sweeteners,351,1.7,0.6,0.1,0.8,0.64,0.11,0.0,0.0,0.0,81.0,79.8,0.7,0.0,3.1,0.0,0.0,10.0,21.0,10.0,0.0,124.0,124.0,0.2,0.22,0.09,0.0,1.29,63.0,0.36,20.2,0.0,3.14,710.0,14.0,14.0,70.0,49.0,77.0,1.1,5.6,0.8,,
1487,"Thin pancakes, prepared",Prepared dishes/Other savoury dishes,234,13.2,6.6,3.6,1.2,0.78,0.1,0.011,0.005,161.0,19.0,2.9,15.9,0.7,9.4,0.4,0.0,57.8,103.0,101.0,99.0,27.0,27.0,0.09,0.23,0.08,0.57,0.15,23.1,1.05,0.6,1.2,0.68,190.0,160.0,250.0,92.0,18.0,160.0,1.0,21.0,1.0,10.0,
1496,"Thin pancakes with bacon, prepared",Prepared dishes/Other savoury dishes,253,16.3,7.4,5.6,1.4,0.98,0.11,0.008,0.006,137.0,15.0,2.4,12.5,0.6,11.3,0.9,0.0,57.0,82.0,80.0,79.0,21.0,21.0,0.21,0.21,0.11,0.52,1.01,18.7,0.95,5.8,1.0,0.59,210.0,370.0,560.0,74.0,18.0,160.0,0.9,16.0,1.2,10.0,
1489,"Thin pancakes with camembert cheese, prepared",Prepared dishes/Other savoury dishes,247,15.5,8.2,4.0,1.2,0.67,0.12,0.012,0.004,142.0,14.9,2.3,12.5,0.6,11.9,0.8,0.0,57.2,132.0,127.0,121.0,63.0,63.0,0.07,0.23,0.1,0.84,0.36,35.5,0.99,0.5,1.0,0.63,170.0,320.0,450.0,150.0,19.0,180.0,0.8,21.0,1.2,,
1495,"Thin pancakes with ham, prepared",Prepared dishes/Other savoury dishes,193,9.7,4.7,2.8,0.9,0.57,0.07,0.007,0.003,124.0,13.2,2.2,10.9,0.5,12.9,1.0,0.0,63.9,72.0,70.0,69.0,18.0,18.0,0.31,0.22,0.18,0.42,2.13,16.4,0.94,19.7,0.8,0.52,270.0,410.0,560.0,68.0,20.0,210.0,0.9,15.0,1.3,9.4,
1491,"Thin pancakes with mushrooms, prepared",Prepared dishes/Other savoury dishes,139,9.0,4.8,2.2,0.7,0.4,0.07,0.007,0.002,68.0,7.9,1.7,5.7,1.6,5.9,0.4,0.0,76.5,80.0,76.0,71.0,51.0,51.0,0.09,0.28,0.09,0.21,2.3,19.3,1.53,2.3,1.7,0.32,330.0,140.0,260.0,45.0,15.0,130.0,1.1,20.0,0.7,,
1494,"Thin pancakes with Nutella, prepared",Prepared dishes/Other sweet dishes,377,22.1,9.3,8.9,2.3,1.91,0.12,0.006,0.003,88.0,35.8,26.4,8.9,1.7,7.9,0.3,0.0,32.7,56.0,55.0,54.0,15.0,15.0,0.09,0.21,0.08,0.39,0.23,20.3,0.81,0.5,0.7,2.1,290.0,110.0,170.0,110.0,35.0,160.0,1.9,13.0,1.0,,
1488,"Thin pancakes with sugar and cinnamon, prepared",Prepared dishes/Other sweet dishes,254,11.5,5.7,3.1,1.1,0.68,0.09,0.009,0.004,141.0,29.0,14.9,14.0,0.7,8.3,0.3,0.0,50.7,90.0,88.0,87.0,23.0,23.0,0.08,0.2,0.07,0.5,0.14,20.3,0.92,0.5,1.0,0.6,170.0,140.0,220.0,83.0,16.0,140.0,1.0,18.0,0.8,8.8,
1493,"Thin pancakes with vegetable filling, prepared",Prepared dishes/Other savoury dishes,166,9.2,4.0,3.1,0.9,0.57,0.08,0.006,0.003,95.0,13.9,4.1,9.5,1.6,6.1,0.2,0.0,69.4,193.0,126.0,58.0,813.0,813.0,0.08,0.16,0.14,0.34,0.36,26.8,0.7,27.7,0.7,1.06,220.0,96.0,170.0,63.0,15.0,100.0,0.7,13.0,0.6,6.0,
460,"Thyme, fresh",Vegetables/Herbs,52,1.2,0.6,0.1,0.3,,,,,0.0,7.3,7.2,0.1,3.0,1.5,0.0,0.0,85.0,475.0,238.0,0.0,2851.0,2851.0,0.08,0.07,0.15,0.0,0.8,19.5,0.0,0.0,0.0,0.8,130.0,9.0,32.0,310.0,36.0,32.0,20.0,1.0,1.0,,
556,"Tilsiter, pasteurized milk, at least 45% fidm",Milk and dairy products/Hard cheese,351,28.0,16.8,6.6,1.3,0.34,0.21,0.021,0.003,84.0,0.0,0.0,0.0,0.0,24.1,1.4,0.0,42.0,299.0,287.0,274.0,150.0,150.0,0.05,0.27,0.06,1.64,0.21,30.0,0.41,,0.5,0.76,60.0,550.0,850.0,840.0,29.0,510.0,0.1,7.3,3.7,,
557,"Tilsiter, raw milk, at least 45% fidm",Milk and dairy products/Hard cheese,376,30.2,18.1,7.1,1.4,0.37,0.23,0.023,0.003,91.0,0.0,0.0,0.0,0.0,25.6,1.7,0.0,39.6,299.0,287.0,274.0,150.0,150.0,0.05,0.38,0.06,1.33,0.23,33.0,0.44,,0.6,0.84,98.0,690.0,1060.0,900.0,24.0,540.0,0.3,7.9,4.2,,
14023,Tiramisu,Prepared dishes/Other sweet dishes,240,9.8,6.4,2.4,0.4,0.39,0.02,,,45.0,30.4,19.5,3.8,1.2,4.3,0.2,1.6,51.6,39.0,39.0,38.0,11.0,11.0,0.02,0.1,0.32,0.08,0.24,5.5,0.7,,,0.86,230.0,77.0,98.0,94.0,18.0,110.0,0.7,8.1,0.5,,
