ID,Name,Category,"Energy, kilocalories (kcal)","Fat, total (g)","Fatty acids, saturated (g)","Fatty acids, monounsaturated (g)","Fatty acids, polyunsaturated (g)",Linoleic acid (g),Alpha-linolenic acid (g),Eicosapentaenoic acid EPA (g),Docosahexaenoic acid (DHA) (g),Cholesterol (mg),"Carbohydrates, available (g)",Sugars (g),Starch (g),Dietary fibres (g),Protein (g),Salt (NaCl) (g),Alcohol (g),Water (g),"Vitamin A activity, RE (µg)","Vitamin A activity, RAE (µg)",Retinol (µg),Beta- carotene activity (µg),Beta-carotene (µg),Vitamin B1 (thiamine) (mg),Vitamin B2 (riboflavin) (mg),Vitamin B6 (pyridoxine) (mg),Vitamin B12 (cobalamin) (µg),Niacin (mg),Folate (µg),Pantothenic acid (mg),Vitamin C (ascorbic acid) (mg),Vitamin D (calciferol) (µg),Vitamin E (α-tocopherol) (mg),Potassium (K) (mg),Sodium (Na) (mg),Chloride (Cl) (mg),Calcium (Ca) (mg),Magnesium (Mg) (mg),Phosphorus (P) (mg),Iron (Fe) (mg),Iodide (I) (µg),Zinc (Zn) (mg),Selenium (Se) (µg),Record has changed
10533,Agar Agar,Various/Gelling and binding agents,160,0.2,,,,,,,,,0.0,,,74.1,2.4,0.3,,20.5,,,,,,,,,,,,,,,,52.0,130.0,,660.0,100.0,34.0,4.5,,1.5,,
10536,Agave syrup,Sweets/Sugar and sweeteners,293,0.0,0.0,,,,,,,,73.1,,,0.0,0.2,0.0,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,
273,Almond,"Nuts, seeds and oleaginous fruit",624,52.1,4.3,33.5,12.1,12.11,0.0,0.0,0.0,0.0,7.8,6.6,0.6,10.6,25.6,0.0,0.0,3.3,0.0,0.0,0.0,0.0,0.0,0.15,0.94,0.13,0.0,1.88,55.9,0.48,,0.0,25.44,740.0,1.1,40.0,270.0,240.0,510.0,3.3,0.2,3.3,2.2,
14113,"Almond drink, plain",Plant based protein foods and alternaives to animal products/Plant based drinks,33,2.6,0.2,1.6,0.5,0.45,0.0,0.0,0.0,0.0,1.3,1.3,0.0,0.3,1.1,0.1,0.0,94.5,0.0,0.0,0.0,0.0,,0.01,0.02,0.0,0.0,0.16,1.9,0.02,0.0,0.0,0.86,34.0,36.0,69.0,12.0,9.5,16.0,0.1,0.4,0.1,0.2,
14131,"Almond drink, plain, with calcium and vitamin fortified",Plant based protein foods and alternaives to animal products/Plant based drinks,33,2.6,0.2,1.6,0.5,0.45,0.0,0.0,0.0,0.0,1.3,1.3,0.0,0.3,1.1,0.1,0.0,94.5,0.0,0.0,0.0,0.0,,0.01,0.21,0.0,0.38,0.16,1.9,0.02,0.0,0.8,1.8,34.0,36.0,69.0,120.0,9.5,43.0,0.1,0.4,0.1,0.2,
278,"Almond, dry roasted, salted","Savoury snacks/Salted nuts, seeds and kernels",637,52.5,4.1,33.1,13.0,12.9,0.01,0.0,0.0,0.0,10.1,4.9,0.7,10.9,25.4,0.6,0.0,2.4,0.0,0.0,0.0,1.0,1.0,0.08,1.2,0.14,0.0,3.64,55.0,0.32,0.0,0.0,23.9,710.0,230.0,1190.0,270.0,280.0,470.0,3.7,2.4,3.3,2.0,
269,"Almond, roasted, salted","Savoury snacks/Salted nuts, seeds and kernels",649,55.2,4.2,34.8,13.5,13.5,0.0,0.0,0.0,0.0,7.2,4.6,0.6,10.5,25.6,0.8,0.0,2.8,0.0,0.0,0.0,1.0,1.0,0.09,0.78,0.12,0.0,3.67,27.0,0.23,0.0,0.0,26.0,670.0,330.0,1190.0,240.0,270.0,470.0,3.3,2.4,3.1,2.0,
13398,"Amaranth, seed, cooked (without addition of fat and salt)","Cereal products, pulses and potatoes/Other cereal products",119,2.1,0.4,0.5,0.8,0.83,0.01,0.0,0.0,0.0,18.1,0.5,17.6,3.5,5.0,0.0,0.0,71.2,0.0,0.0,0.0,0.0,0.0,0.02,0.06,0.11,0.0,0.34,16.2,0.27,1.0,0.0,0.4,150.0,1.9,36.0,58.0,84.0,180.0,3.0,0.8,1.2,,
13397,"Amaranth, seed, raw","Cereal products, pulses and potatoes/Other cereal products",376,7.0,1.5,1.7,2.8,2.74,0.04,0.0,0.0,0.0,56.8,1.7,55.1,11.0,15.8,0.0,0.0,11.1,0.0,0.0,0.0,0.0,0.0,0.08,0.19,0.53,0.0,1.2,64.3,0.95,4.2,0.0,1.19,480.0,4.0,110.0,160.0,250.0,560.0,9.0,2.5,3.7,,
868,Amaretti (Almond cookie),Sweets/Cookies/Biscuits,464,13.0,1.1,8.3,3.0,3.01,0.0,0.0,0.0,0.0,76.7,76.4,0.1,2.6,8.8,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.31,0.04,0.07,0.48,15.0,0.17,0.1,0.0,6.33,220.0,42.0,47.0,69.0,62.0,130.0,0.9,1.7,0.8,3.2,
10532,Anchovis paste,Various/Spreads,272,21.3,4.1,13.9,2.2,1.23,0.14,0.308,0.435,57.0,0.2,0.1,0.0,0.0,19.8,19.0,0.0,58.7,11.0,10.0,9.0,13.0,13.0,0.03,0.19,0.28,15.68,2.93,12.0,0.47,0.4,1.3,5.19,190.0,7720.0,6000.0,220.0,170.0,210.0,2.1,25.0,1.3,6.0,
554,"Appenzeller, at least 15% fidm",Milk and dairy products/Hard cheese,235,11.4,6.8,2.7,0.5,0.14,0.09,0.009,0.001,34.0,0.0,0.0,0.0,0.0,33.1,2.0,0.0,48.2,141.0,136.0,130.0,68.0,68.0,0.04,0.5,0.07,1.3,0.1,15.0,0.54,,0.3,0.36,120.0,810.0,1240.0,1090.0,36.0,730.0,0.2,35.0,2.5,,
553,"Appenzeller, at least 45% fidm",Milk and dairy products/Hard cheese,384,31.7,19.0,7.4,1.5,0.38,0.24,0.024,0.003,95.0,0.0,0.0,0.0,0.0,24.3,1.6,0.0,39.6,382.0,366.0,350.0,190.0,190.0,0.04,0.36,0.07,1.06,0.1,15.0,0.33,,0.5,0.95,82.0,620.0,960.0,740.0,29.0,540.0,0.3,8.4,4.0,,
378,"Apple, fresh",Fruit/Fresh fruit,52,0.3,0.1,0.0,0.2,0.1,0.03,0.0,0.0,0.0,11.6,11.5,0.1,1.4,0.3,0.0,0.0,85.4,4.0,2.0,0.0,25.0,23.0,0.01,0.01,0.04,0.0,0.08,6.0,0.08,7.2,0.0,0.09,120.0,1.5,61.0,5.3,6.5,14.0,0.1,0.8,0.1,0.7,
568,Apple juice,Fruit/Fruit juices;Non-alcoholic beverages/Fruit and vegetable juices,48,0.1,0.0,0.0,0.0,,,,,0.0,11.4,10.9,0.0,0.2,0.2,0.0,0.0,88.4,1.0,1.0,0.0,7.0,7.0,0.01,,0.04,0.0,0.04,6.8,0.05,7.1,0.0,0.0,110.0,13.0,1.9,4.3,4.6,6.6,0.3,1.0,,0.1,
435,"Apple, peeled, dried",Fruit/Dried fruit,264,1.6,0.7,0.1,0.9,,,,,0.0,55.4,50.0,2.9,11.2,1.4,0.0,0.0,26.8,1.0,0.0,0.0,4.0,4.0,0.04,0.03,0.12,0.0,0.48,14.0,0.28,1.8,0.0,1.57,620.0,10.0,9.0,30.0,23.0,50.0,1.2,4.1,0.2,0.5,
1480,"Apple pie, home-made, baked (with cake dough)","Sweets/Cakes and tarts;Prepared dishes/Cakes, pies and gratins",162,7.3,3.3,2.7,0.9,0.79,0.06,0.001,0.001,20.0,20.5,10.4,9.9,1.5,2.9,0.2,0.0,68.0,12.0,10.0,9.0,16.0,16.0,0.04,0.05,0.05,0.08,0.11,5.8,0.24,4.3,0.2,0.74,130.0,99.0,200.0,20.0,11.0,48.0,0.4,3.8,0.3,2.2,
1479,"Apple pie, home-made, baked (with puff pastry)","Sweets/Cakes and tarts;Prepared dishes/Cakes, pies and gratins",160,7.5,3.3,2.9,0.9,0.78,0.06,0.001,0.001,20.0,19.7,10.4,9.2,1.4,2.7,0.3,0.0,68.8,12.0,10.0,9.0,16.0,16.0,0.03,0.04,0.04,0.08,0.11,5.3,0.22,4.3,0.2,0.78,120.0,120.0,230.0,19.0,8.3,38.0,0.2,3.8,0.2,2.2,
627,"Applesauce, sweetened, canned",Fruit/Cooked fruit (incl. cans),89,0.3,0.1,0.0,0.1,,,,,0.0,20.5,20.4,0.1,1.9,0.3,0.0,0.0,76.5,,,,,,0.02,0.02,0.04,0.0,0.08,5.9,0.08,2.3,0.0,0.34,97.0,3.6,2.1,4.4,3.6,8.1,0.2,0.7,0.1,,
628,"Applesauce, unsweetened, canned",Fruit/Cooked fruit (incl. cans),55,0.3,0.1,0.0,0.1,,,,,0.0,11.7,11.6,0.1,2.1,0.3,0.0,0.0,85.0,,,,,,0.02,0.02,0.05,0.0,0.09,6.5,0.09,2.5,0.0,0.43,110.0,4.0,2.2,4.8,4.0,9.0,0.2,0.8,0.1,,
1049,"Apple, stewed, drained (without addition of sugar)",Fruit/Cooked fruit (incl. cans),56,0.3,0.1,0.0,0.2,0.14,0.04,0.0,0.0,0.0,12.2,12.1,0.1,1.5,0.3,0.0,0.0,85.7,4.0,2.0,0.0,25.0,23.0,0.01,0.01,0.04,0.0,0.09,4.0,0.09,3.8,0.0,0.12,94.0,1.2,80.0,6.7,6.8,15.0,0.1,1.1,0.1,0.9,
469,"Apricot, dried",Fruit/Dried fruit,239,0.5,0.2,0.1,0.2,0.09,0.06,0.0,0.0,0.0,59.1,34.3,,8.3,2.9,0.0,0.0,24.7,421.0,210.0,0.0,2525.0,2525.0,0.01,0.04,0.15,0.0,2.69,8.9,0.58,0.2,0.0,4.0,1370.0,11.0,5.4,82.0,50.0,110.0,1.4,2.7,0.4,2.2,
621,"Apricot in syrup, canned, drained",Fruit/Cooked fruit (incl. cans),62,0.1,0.0,0.1,0.0,,,,,0.0,13.7,13.3,0.0,1.4,0.9,0.0,0.0,83.0,154.0,77.0,0.0,925.0,925.0,0.02,,0.02,0.0,0.11,6.9,0.12,2.2,0.0,0.45,140.0,9.7,4.6,18.0,4.9,11.0,0.1,0.5,0.1,0.2,
1482,"Apricot pie, home-made, baked (with cake dough)","Sweets/Cakes and tarts;Prepared dishes/Cakes, pies and gratins",156,7.2,3.2,2.8,0.8,0.73,0.04,0.001,0.001,20.0,18.6,6.9,9.9,1.7,3.3,0.2,0.0,69.3,242.0,126.0,9.0,1399.0,1399.0,0.04,0.05,0.07,0.08,0.3,5.6,0.31,2.2,0.2,1.15,220.0,97.0,150.0,27.0,13.0,53.0,0.5,3.6,0.3,2.2,
1481,"Apricot pie, home-made, baked (with puff pastry)","Sweets/Cakes and tarts;Prepared dishes/Cakes, pies and gratins",154,7.4,3.3,2.9,0.8,0.73,0.04,0.001,0.001,20.0,17.8,6.9,9.1,1.7,3.1,0.3,0.0,70.1,242.0,126.0,9.0,1399.0,1399.0,0.04,0.05,0.05,0.08,0.3,5.8,0.3,2.2,0.2,1.2,220.0,120.0,180.0,26.0,9.7,44.0,0.3,3.5,0.2,2.2,
379,"Apricot, raw",Fruit/Fresh fruit,44,0.1,0.0,0.1,0.0,0.03,,0.0,0.0,0.0,9.0,6.7,,1.7,0.8,0.0,0.0,87.1,384.0,192.0,0.0,2305.0,2243.0,0.02,0.02,0.06,0.0,0.38,5.6,0.18,3.6,0.0,0.65,260.0,,1.0,15.0,8.4,22.0,0.2,0.5,0.1,0.7,
1051,"Apricot, stewed, drained (without addition of sugar) ",Fruit/Cooked fruit (incl. cans),45,0.2,0.0,0.1,0.0,0.04,0.01,0.0,0.0,0.0,9.0,6.7,,1.7,1.0,0.0,0.0,88.2,360.0,180.0,0.0,2161.0,2103.0,0.02,0.02,0.05,0.0,0.38,3.5,0.18,1.8,0.0,0.82,200.0,,1.3,18.0,8.4,22.0,0.2,0.6,0.1,0.9,
14097,"Apricot with sweetener, canned, drained",Fruit/Cooked fruit (incl. cans),40,0.1,0.0,0.1,0.0,0.03,0.01,0.0,0.0,0.0,8.2,6.1,0.0,1.4,0.9,0.0,0.0,89.4,154.0,77.0,0.0,925.0,925.0,0.02,0.02,0.05,0.0,0.34,3.2,0.16,1.6,0.0,0.74,180.0,0.0,1.1,16.0,7.6,20.0,0.2,0.6,0.1,0.8,
13449,"Artichoke, heart, canned, drained",Vegetables/Cooked vegetables (incl. cans),27,,0.0,0.0,0.0,,,0.0,0.0,0.0,2.3,1.2,,3.2,1.8,0.8,0.0,90.5,4.0,2.0,0.0,25.0,25.0,0.02,0.03,0.03,0.0,0.39,54.3,0.13,12.2,,1.12,150.0,310.0,500.0,25.0,18.0,34.0,0.4,,0.3,,
14162,"Asparagus, green, raw",Vegetables/Fresh vegetables,26,0.3,0.1,0.0,0.2,0.15,0.01,0.0,0.0,0.0,3.1,1.9,0.1,1.8,1.9,0.0,0.0,92.1,0.0,0.0,,,303.0,0.13,0.12,0.11,0.0,0.24,98.5,0.27,12.5,0.0,2.0,250.0,2.0,66.0,17.0,13.0,59.0,0.4,4.0,0.6,0.6,
443,"Asparagus (white or green), raw",Vegetables/Fresh vegetables,26,0.3,0.1,0.0,0.2,0.15,0.01,0.0,0.0,0.0,2.8,1.9,0.1,1.8,2.2,0.0,0.0,92.3,26.0,13.0,0.0,158.0,149.0,0.12,0.18,0.08,0.0,0.61,79.4,0.22,14.8,0.0,1.13,220.0,2.1,57.0,16.0,11.0,50.0,0.4,5.0,0.5,1.0,
1024,"Asparagus (white or green), steamed (without addition of salt)",Vegetables/Cooked vegetables (incl. cans),25,0.3,0.1,0.0,0.2,0.14,0.01,0.0,0.0,0.0,2.7,1.8,0.1,1.7,2.0,0.0,0.0,93.3,24.0,12.0,0.0,142.0,134.0,0.09,0.16,0.07,0.0,0.49,47.6,0.19,11.1,0.0,1.13,190.0,1.8,54.0,15.0,9.8,48.0,0.3,4.8,0.5,0.9,
14161,"Asparagus, with, raw",Vegetables/Fresh vegetables,26,0.3,0.1,0.0,0.2,0.15,0.01,0.0,0.0,0.0,2.5,1.9,0.0,1.8,2.4,0.0,0.0,92.1,0.0,0.0,,,11.0,0.09,0.23,0.06,0.0,0.98,61.2,0.16,17.7,0.0,1.13,190.0,1.8,49.0,16.0,8.9,41.0,0.4,4.0,0.4,0.6,
380,"Avocado, fresh","Vegetables/Fresh vegetables;Nuts, seeds and oleaginous fruit",158,15.1,2.8,7.7,1.7,1.69,0.05,0.0,0.0,0.0,1.2,1.1,0.1,5.5,1.6,0.0,0.0,75.7,17.0,9.0,0.0,102.0,78.0,0.05,0.11,0.14,0.0,1.22,57.9,0.94,3.7,0.0,1.94,430.0,2.4,6.0,15.0,29.0,45.0,0.5,0.0,0.5,0.0,
704,Bacon for cooking,Sausages and cold meats/Raw sausage products,322,27.6,10.6,12.9,2.2,1.71,0.14,0.0,0.01,49.0,0.6,0.6,0.0,0.0,17.8,2.8,0.0,50.5,6.0,6.0,6.0,0.0,0.0,0.62,0.14,0.22,0.35,4.08,3.0,0.6,24.3,0.6,0.29,270.0,1130.0,1690.0,10.0,16.0,150.0,0.4,1.1,2.0,11.0,
707,"Bacon, raw",Sausages and cold meats/Raw sausage products,400,34.3,13.1,15.5,2.3,1.78,0.13,0.01,0.01,62.0,0.6,0.6,,0.0,22.1,3.8,0.0,39.0,4.0,4.0,4.0,0.0,0.0,0.56,0.14,0.3,0.5,6.9,,1.1,8.3,1.7,,400.0,1520.0,2370.0,,22.0,210.0,,,2.3,9.6,
845,Baguette,"Bread, flakes and breakfast cereals/Bread and bread products",255,0.9,0.2,0.1,0.5,0.33,0.01,0.0,0.0,0.0,51.2,0.5,50.1,2.9,9.0,1.6,0.0,36.8,0.0,0.0,0.0,0.0,0.0,0.12,0.03,0.09,0.01,0.46,8.8,0.26,0.0,0.0,0.36,140.0,660.0,1020.0,10.0,22.0,81.0,0.9,1.0,0.7,2.7,
13455,Balsamic vinegar,"Various/Salt, spices and flavours",128,,0.0,0.0,0.0,,,,,0.0,25.8,19.1,0.0,0.5,0.7,0.1,0.0,70.3,1.0,0.0,0.0,5.0,,,,1.71,0.0,,5.5,0.07,,,0.0,160.0,27.0,,18.0,12.0,24.0,1.0,,0.1,,
1577,"Bami Goreng, prepared",Prepared dishes/Asian dishes,130,2.4,0.3,1.3,0.5,0.32,0.07,0.001,0.0,44.0,13.1,1.3,11.3,0.9,13.5,1.0,0.0,70.1,41.0,26.0,11.0,177.0,177.0,0.11,0.08,0.14,0.05,3.57,5.0,0.32,11.6,0.3,0.41,200.0,400.0,620.0,9.0,18.0,120.0,0.7,1.5,0.6,22.0,
741,"Banana, dried",Fruit/Dried fruit,273,1.0,0.4,0.1,0.2,,,,,0.0,60.2,43.7,16.5,5.5,3.0,0.0,0.0,28.0,17.0,8.0,0.0,100.0,100.0,0.1,0.18,0.81,0.0,2.0,33.3,0.54,4.0,0.0,0.6,1150.0,8.0,300.0,20.0,90.0,75.0,1.3,8.1,0.6,,
740,"Banana, dried (banana chips)",Fruit/Dried fruit,370,1.8,0.7,0.2,0.3,,,,,0.0,80.7,65.3,15.4,7.6,3.9,0.0,0.0,3.0,60.0,30.0,0.0,363.0,350.0,0.18,0.24,,0.0,2.8,,,7.0,0.0,,1490.0,3.0,,22.0,110.0,74.0,1.2,,,,
381,"Banana, raw",Fruit/Fresh fruit,90,0.2,0.1,0.0,0.1,0.04,0.03,0.0,0.0,0.0,19.7,15.6,3.8,2.7,1.1,0.0,0.0,75.8,14.0,7.0,0.0,84.0,54.0,0.05,0.03,0.25,0.0,0.6,25.6,0.23,11.9,0.0,,320.0,,80.0,5.1,28.0,29.0,0.2,3.0,0.1,0.5,
13937,Barbecue sauce,Various/Sauces,131,0.6,0.1,0.2,0.2,0.19,0.02,,,0.0,30.3,27.5,2.7,1.2,0.6,1.8,0.0,63.4,15.0,7.0,0.0,87.0,87.0,,,0.04,0.0,0.53,9.3,0.1,,,1.17,220.0,710.0,1080.0,46.0,12.0,15.0,0.9,2.1,0.1,,
739,Barley flakes,"Bread, flakes and breakfast cereals/Flakes, bran and germs",333,1.5,0.3,0.1,0.7,0.67,,0.0,0.0,0.0,66.1,2.2,63.6,10.3,8.5,0.0,0.0,12.4,0.0,0.0,0.0,0.0,0.0,0.2,0.08,0.29,0.0,3.1,19.0,0.49,0.0,0.0,0.25,160.0,3.0,20.0,16.0,66.0,190.0,2.0,1.0,1.3,1.0,
1587,"Barley risotto, cooked","Cereal products, pulses and potatoes/Other cereal products",131,2.4,0.3,1.3,0.3,0.3,0.01,0.0,0.0,0.0,22.2,1.0,14.4,4.5,3.0,0.8,0.0,68.1,1.0,0.0,0.0,3.0,3.0,0.04,0.01,0.05,0.0,0.34,13.8,0.05,0.3,0.0,0.4,65.0,340.0,540.0,12.0,25.0,84.0,0.6,0.7,0.7,1.0,
464,"Basil, raw",Vegetables/Herbs,46,0.8,0.1,0.0,0.4,,,,,0.0,5.1,5.0,0.1,3.1,3.1,0.0,0.0,86.4,811.0,405.0,0.0,4865.0,4820.0,0.08,0.31,0.18,0.0,1.1,50.0,0.2,26.0,0.0,1.0,300.0,9.0,35.0,250.0,11.0,37.0,5.5,0.9,0.7,,
1248,Basler Leckerli (Swiss biscuit from Basel),Sweets/Cookies/Biscuits,412,7.9,0.7,4.8,1.9,1.88,0.0,0.0,0.0,0.0,75.0,52.0,22.6,2.8,7.5,0.0,0.8,7.0,2.0,1.0,0.0,13.0,13.0,0.06,0.15,0.11,0.0,0.44,11.4,0.18,1.1,0.0,3.82,180.0,2.7,28.0,51.0,40.0,98.0,1.0,0.4,0.7,1.1,
473,"Bean, green, dried",Vegetables/Dried vegetables,318,2.0,0.4,0.1,1.1,0.53,0.61,0.0,0.0,0.0,42.1,22.2,19.8,25.3,20.2,0.1,0.0,6.0,229.0,114.0,0.0,1371.0,1371.0,0.45,0.71,1.33,0.0,4.1,186.0,2.19,67.6,0.0,1.0,2510.0,21.0,140.0,540.0,230.0,400.0,7.2,25.0,2.5,,
353,"Bean, green, raw",Vegetables/Fresh vegetables,32,0.2,0.1,0.0,0.1,0.05,0.06,0.0,0.0,0.0,4.1,3.3,0.8,3.0,1.9,0.0,0.0,90.5,57.0,29.0,0.0,343.0,343.0,0.12,0.09,0.09,0.0,0.8,53.3,0.13,10.8,0.0,0.36,260.0,3.9,13.0,52.0,25.0,38.0,1.0,2.5,0.4,1.0,
12981,"Béchamel sauce, home-made",Various/Sauces,147,9.9,6.0,2.3,0.5,0.15,0.08,0.007,0.001,31.0,10.1,4.8,5.3,0.2,4.2,0.7,0.0,75.5,98.0,95.0,91.0,41.0,41.0,0.03,0.22,0.03,0.15,0.13,2.7,0.33,0.7,0.2,0.27,170.0,300.0,490.0,120.0,12.0,99.0,0.1,9.9,0.4,1.3,
1103,"Beef (average excluding offal, chop), raw",Meat and offal/Beef,137,5.7,2.5,2.4,0.3,0.15,0.05,0.013,0.001,53.0,0.0,0.0,0.0,0.0,21.4,0.1,0.0,72.9,7.0,6.0,5.0,10.0,10.0,0.07,0.15,0.31,2.85,4.82,5.9,0.68,0.0,0.2,0.44,330.0,45.0,69.0,4.5,20.0,180.0,1.8,1.6,4.5,8.6,
13292,"Beef, boiling meat lean, cooked (without addition of fat and salt)",Meat and offal/Beef,190,7.1,3.3,2.8,0.6,0.29,0.07,0.014,0.003,98.0,0.0,0.0,,0.0,31.7,0.1,0.0,61.2,9.0,7.0,6.0,13.0,13.0,0.02,0.15,0.39,1.4,4.25,6.5,0.62,0.0,0.6,0.33,280.0,48.0,90.0,5.9,19.0,200.0,2.8,5.0,7.6,,
36,"Beef, boiling meat, lean, raw",Meat and offal/Beef,132,5.5,2.5,2.2,0.5,0.23,0.05,0.011,0.002,59.0,0.0,0.0,,0.0,20.7,0.1,0.0,71.2,7.0,6.0,,10.0,10.0,0.04,0.13,0.55,1.4,5.1,6.0,0.74,0.0,0.5,0.26,320.0,57.0,54.0,4.4,18.0,180.0,1.7,3.0,4.9,,
13291,"Beef, boiling meat with fat, cooked (without addition of fat and salt)",Meat and offal/Beef,276,18.9,7.9,8.7,1.2,0.46,0.14,0.022,0.0,80.0,0.0,0.0,,0.0,26.6,0.1,0.0,54.5,8.0,7.0,6.0,11.0,11.0,0.02,0.16,0.32,1.27,5.3,5.9,0.67,0.0,0.5,0.3,230.0,41.0,82.0,5.0,16.0,160.0,1.8,4.5,5.3,,
35,"Beef, boiling meat, with fat, raw",Meat and offal/Beef,227,16.6,7.0,7.6,1.0,0.4,0.12,0.019,0.0,53.0,0.0,0.0,,0.0,19.5,0.2,0.0,61.7,7.0,6.0,,10.0,10.0,0.04,0.13,0.53,1.4,7.0,6.0,0.74,0.0,0.5,0.26,300.0,60.0,54.0,4.1,18.0,160.0,1.2,3.0,3.5,,
1072,"Beef, breast, cooked (without addition of fat and salt)",Meat and offal/Beef,254,15.6,6.7,7.4,0.6,0.25,0.07,0.018,0.003,100.0,0.0,0.0,0.0,0.0,28.3,0.1,0.0,56.0,8.0,7.0,6.0,13.0,13.0,0.06,0.24,0.11,4.6,3.91,3.3,0.53,0.0,0.0,0.53,230.0,36.0,88.0,5.3,18.0,210.0,3.6,0.5,8.0,,
719,"Beef, breast, raw",Meat and offal/Beef,188,12.5,5.4,5.9,0.5,0.2,0.06,0.014,0.002,60.0,0.0,0.0,0.0,0.0,18.9,0.1,0.0,67.7,7.0,6.0,,10.0,10.0,0.09,0.18,0.17,4.6,4.7,3.0,0.53,0.0,,0.43,270.0,48.0,53.0,4.0,18.0,190.0,2.2,0.3,4.8,,
37,"Beef, chopped, raw",Meat and offal/Beef,102,1.5,0.6,0.6,0.3,0.12,0.02,0.015,0.003,56.0,0.0,0.0,,0.0,22.2,0.1,0.0,74.0,7.0,6.0,,10.0,10.0,0.08,0.13,0.26,1.18,5.03,6.0,0.74,0.0,0.5,0.26,360.0,44.0,50.0,4.2,20.0,190.0,1.4,3.0,3.5,7.6,
13258,"Beef, entrcôte, steak, pan fried ""medium"" (without addition of fat and salt)",Meat and offal/Beef,162,4.6,2.0,2.0,0.3,0.18,0.04,0.016,0.002,63.0,0.0,0.0,0.0,0.0,30.2,0.1,0.0,65.2,5.0,4.0,4.0,8.0,8.0,0.03,0.12,0.45,1.34,5.48,7.0,0.76,0.0,0.4,0.68,290.0,49.0,74.0,6.0,23.0,210.0,1.7,4.1,4.7,12.0,
30,"Beef, entrecôte, steak, raw",Meat and offal/Beef,133,4.5,2.0,1.9,0.3,0.17,0.04,0.016,0.002,46.0,0.0,0.0,0.0,0.0,23.2,0.1,0.0,71.0,7.0,6.0,,10.0,10.0,0.05,0.1,0.73,1.4,5.0,6.0,0.69,0.0,0.5,0.9,360.0,42.0,54.0,4.9,20.0,180.0,1.3,3.0,3.4,9.0,
34,"Beef, eye of round, raw",Meat and offal/Beef,106,1.8,0.7,0.7,0.3,0.13,0.03,0.021,0.002,52.0,0.0,0.0,,0.0,22.4,0.1,0.0,73.8,7.0,6.0,,10.0,10.0,0.02,0.12,0.63,1.4,4.5,6.0,0.72,0.0,0.5,0.9,380.0,39.0,54.0,5.1,20.0,190.0,1.0,3.0,2.8,8.0,
13262,"Beef, Filet, fried in oven ""medium"" (without addition of fat and salt)",Meat and offal/Beef,147,4.0,1.8,1.5,0.3,0.11,0.04,0.007,0.001,47.0,0.0,0.0,0.0,0.0,27.7,0.1,0.0,68.3,6.0,5.0,4.0,9.0,9.0,0.08,0.15,0.13,2.0,4.91,11.3,1.07,0.0,0.0,0.18,330.0,48.0,73.0,3.6,25.0,190.0,2.9,0.1,5.9,12.0,
639,"Beef, filet, raw",Meat and offal/Beef,123,4.0,1.8,1.5,0.3,0.11,0.04,0.007,0.001,35.0,0.0,0.0,0.0,0.0,21.9,0.1,0.0,74.3,7.0,6.0,,10.0,10.0,0.1,0.13,0.19,2.0,4.6,10.0,1.0,0.0,,0.24,340.0,42.0,55.0,3.0,22.0,160.0,2.3,0.1,4.4,9.0,
657,"Beef, liver, raw",Meat and offal/Beef,142,4.3,1.1,0.3,1.2,0.18,0.02,0.051,0.061,354.0,5.3,0.0,0.0,0.0,20.5,0.3,0.0,69.1,4259.0,4179.0,4100.0,951.0,,0.28,2.88,0.83,65.0,14.7,220.0,7.3,23.0,1.7,0.75,290.0,120.0,90.0,7.0,17.0,360.0,7.0,13.0,4.8,39.0,
6,"Beef, minced, lean, raw",Meat and offal/Beef,154,7.5,3.2,3.4,0.5,0.2,0.06,0.013,0.004,56.0,0.0,0.0,0.0,0.0,21.6,0.2,0.0,69.7,8.0,7.0,6.0,10.0,10.0,0.06,0.12,0.45,1.41,3.86,10.0,0.31,0.0,0.5,0.26,310.0,61.0,50.0,5.0,17.0,160.0,2.0,3.0,4.4,,
13297,"Beef, minced, pan fried (without addition of fat and salt)",Meat and offal/Beef,211,8.9,3.8,4.0,0.6,0.23,0.07,0.016,0.005,89.0,0.0,0.0,0.0,0.0,32.6,0.2,0.0,58.5,7.0,6.0,6.0,9.0,9.0,0.05,0.16,0.32,1.57,4.9,13.5,0.39,0.0,0.4,0.23,290.0,82.0,79.0,7.1,23.0,220.0,3.0,4.8,7.0,,
14237,"Beef, minced, raw",Meat and offal/Beef;Meat and offal/Beef,208,14.6,6.2,6.8,0.8,0.3,0.09,0.017,0.001,57.0,0.0,0.0,0.0,0.0,19.2,0.1,0.0,64.7,7.0,6.0,5.0,10.0,10.0,0.06,0.15,0.35,3.0,5.85,4.5,0.64,0.0,0.2,0.34,290.0,54.0,54.0,4.1,18.0,180.0,1.7,1.7,4.2,,
32,"Beef, prime rib, raw",Meat and offal/Beef,165,9.0,4.0,3.3,0.7,0.26,0.08,0.016,0.001,58.0,0.0,0.0,,0.0,21.1,0.1,0.0,68.6,7.0,6.0,,10.0,10.0,0.04,0.13,0.41,1.4,5.0,6.0,0.72,0.0,0.5,0.26,330.0,45.0,54.0,4.4,18.0,170.0,1.5,3.0,5.0,11.0,
